    Subject           Activity Average.Time.Mean.BodyAccel.X Average.Time.Mean.BodyAccel.Y
82                         -0.967828356                         -0.97613338
83                         -0.966362426                         -0.97076673
84                         -0.968127617                         -0.97243186
85                         -0.031926547                         -0.68626842
86                         -0.311861357                         -0.74880945
87                          0.015805921                         -0.40400558
88                         -0.978126999                         -0.98701102
89                         -0.967720400                         -0.98530194
90                         -0.970921588                         -0.97840296
91                         -0.425563859                         -0.44025822
92                         -0.425625937                         -0.59341113
93                         -0.261684752                         -0.30338158
94                         -0.981800971                         -0.98348721
95                         -0.982621955                         -0.98807383
96                         -0.984867287                         -0.98764413
97                         -0.093538503                         -0.53430331
98                         -0.349791873                         -0.65743084
99                         -0.304063534                         -0.53633157
100                        -0.988637002                         -0.99052926
101                        -0.986661260                         -0.99121703
102                        -0.976960543                         -0.98281300
103                        -0.320158763                         -0.63332586
104                        -0.567940639                         -0.76082991
105                        -0.447033873                         -0.65124666
106                        -0.984002717                         -0.99015312
107                        -0.975277837                         -0.98845525
108                        -0.985554339                         -0.99066025
109                         0.080927119                         -0.17939050
110                        -0.012886548                         -0.44428223
111                         0.355306717                         -0.02001111
112                        -0.979267729                         -0.98670474
113                        -0.970543277                         -0.98614249
114                        -0.974524523                         -0.98826018
115                         0.244310894                         -0.38766458
116                        -0.260789712                         -0.51364121
117                         0.289670967                         -0.38150341
118                        -0.970896863                         -0.97652249
119                        -0.935605651                         -0.95893631
120                        -0.977002607                         -0.98498922
121                        -0.034714386                         -0.42514260
122                        -0.203209666                         -0.56205235
123                        -0.079600976                         -0.24606188
124                        -0.979002805                         -0.98582362
125                        -0.963921458                         -0.97791568
126                        -0.971584753                         -0.98397764
127                         0.225542290                         -0.31315590
128                        -0.057578454                         -0.47170330
129                         0.019861328                         -0.47780665
130                        -0.964782832                         -0.97892836
131                        -0.952303494                         -0.98147806
132                        -0.955151527                         -0.97452701
133                        -0.080501734                         -0.02931151
134                        -0.328225031                         -0.40809402
135                        -0.088330123                          0.03101571
136                        -0.978045838                         -0.97597899
137                        -0.975219984                         -0.97359522
138                        -0.988611617                         -0.98466348
139                        -0.302220161                         -0.49118947
140                        -0.515220752                         -0.52380726
141                        -0.169291888                         -0.29023938
142                        -0.979573678                         -0.98466295
143                        -0.967745639                         -0.97771635
144                        -0.982430495                         -0.98308737
145                        -0.382619719                         -0.67560140
146                        -0.627131236                         -0.81245837
147                        -0.371661522                         -0.71149470
148                        -0.982870992                         -0.98843315
149                        -0.972272411                         -0.98706269
150                        -0.945687170                         -0.96783553
151                        -0.261863589                         -0.39748352
152                        -0.399771474                         -0.67799559
153                        -0.086404903                         -0.37933595
154                        -0.986215216                         -0.99000871
155                        -0.975935485                         -0.98669345
156                        -0.987182888                         -0.98906463
157                        -0.104090459                         -0.40118854
158                        -0.426833499                         -0.63372294
159                        -0.138528104                         -0.40931092
160                        -0.985097471                         -0.98890400
161                        -0.975829725                         -0.98735479
162                        -0.985159462                         -0.98968515
163                        -0.220123121                         -0.53747047
164                        -0.331602407                         -0.63748894
165                         0.026553013                         -0.42705326
166                        -0.962219453                         -0.97632743
167                        -0.933768175                         -0.96976536
168                        -0.978679540                         -0.97307166
169                        -0.087174644                         -0.46175801
170                        -0.388624196                         -0.67876377
171                        -0.077340838                         -0.47876419
172                        -0.984055100                         -0.99016873
173                        -0.983338158                         -0.99059386
174                        -0.989513566                         -0.99328831
175                        -0.270709274                         -0.52135186
176                        -0.587214543                         -0.76194203
177                        -0.194656097                         -0.46707015
178                        -0.980420928                         -0.98816438
179                        -0.957318881                         -0.96889732
180                        -0.971049778                         -0.97951790
    Average.Time.Mean.BodyGyro.X Average.Time.Mean.BodyGyro.Y Average.Time.Mean.BodyGyro.Z
1                  -0.0418309635                 -0.069530046                 0.0849448173
2                   0.0505493798                 -0.166170015                 0.0583595464
3                  -0.0350781903                 -0.090937129                 0.0900850142
4                  -0.0453500565                 -0.091924155                 0.0629313812
5                  -0.0239877348                 -0.059397221                 0.0748007510
6                  -0.0165530940                 -0.064486124                 0.1486894363
7                  -0.0530258157                 -0.048238232                 0.0828336633
8                  -0.0576912635                 -0.032088310                 0.0688374022
9                  -0.1159473529                 -0.004823292                 0.0971738089
10                 -0.0454706620                 -0.059928680                 0.0412277462
11                 -0.0238623876                 -0.082039658                 0.0878351695
12                 -0.0184766067                 -0.111800825                 0.1448828461
13                 -0.0256405193                 -0.077915094                 0.0813485943
14                  0.0721980309                 -0.139275406                 0.0215603697
15                 -0.1315732765                 -0.013935804                 0.1238267384
16                 -0.0385365205                 -0.075241003                 0.0940113976
17                 -0.0246626071                 -0.058510192                 0.0665262054
18                 -0.0208170540                 -0.071850716                 0.1379995611
19                 -0.0317982558                 -0.072690528                 0.0805677161
20                  0.0393825199                 -0.085947168                 0.0843753843
21                 -0.1028388225                 -0.070402595                 0.0592639495
22                 -0.0494435116                 -0.089430061                 0.1011503348
23                 -0.0306449342                 -0.061824851                 0.0755636431
24                 -0.0092315635                 -0.093012818                 0.1697204041
25                 -0.0488919897                 -0.069013525                 0.0815435496
26                  0.0395191121                 -0.117195552                 0.0424442819
27                 -0.0682945699                 -0.070780600                 0.0806559990
28                 -0.0422355210                 -0.083548408                 0.0823934452
29                 -0.0322711903                 -0.050987505                 0.0690945764
30                 -0.0218935014                 -0.079870960                 0.1598943669
31                 -0.0255096186                 -0.074446247                 0.0838808799
32                 -0.0767406826                 -0.051898199                 0.0664234026
33                 -0.0960837438                 -0.034178221                 0.0870012595
34                 -0.0372442283                 -0.089908330                 0.0854346006
35                 -0.0282519130                 -0.058982364                 0.0767394746
36                 -0.0079605027                 -0.107218315                 0.1791020582
37                  0.0022883521                 -0.083711372                 0.0641104602
38                 -0.1387781080                 -0.002471620                 0.1392170715
39                 -0.1054096130                 -0.049717461                 0.1168947690
40                 -0.0496379720                 -0.033611965                 0.0259476655
41                 -0.0291582213                 -0.077433644                 0.0851045001
42                 -0.0028264191                 -0.133605695                 0.1559200298
43                  0.0235088228                 -0.095791791                 0.0509657915
44                  0.1927044760                 -0.204205356                -0.0724546026
45                 -0.1211896260                 -0.050076017                 0.1141438552
46                 -0.0547396987                 -0.095508924                 0.0716048810
47                 -0.0219671978                 -0.028011763                 0.0636889070
48                  0.0053536121                 -0.089137414                 0.1381883074
49                 -0.0808360599                 -0.062559871                 0.1116297799
50                 -0.1639671900                 -0.041258791                 0.1456946259
51                 -0.0916383011                 -0.071259884                 0.1168044007
52                 -0.0423288768                 -0.041427118                 0.0807919286
53                 -0.0291831363                 -0.060810158                 0.0992409332
54                 -0.0136320361                 -0.158902920                 0.1012750107
55                  0.0106894976                 -0.081954078                 0.0986695731
56                  0.0733447168                 -0.095460022                 0.0879664183
57                 -0.1248395943                 -0.106742539                 0.0724433686
58                 -0.0432432177                 -0.067999360                 0.0745958869
59                 -0.0281854326                 -0.087682049                 0.1032515607
60                 -0.0195559372                 -0.077032566                 0.1047204783
61                 -0.0426928995                 -0.070510497                 0.0843744496
62                 -0.0820909702                 -0.056692881                 0.0638054380
63                 -0.1250686991                 -0.026277535                 0.0575244574
64                 -0.0399984916                 -0.075528448                 0.0761739419
65                 -0.0293141521                 -0.076546504                 0.0810588216
66                 -0.0191743840                 -0.041559990                 0.1520190159
67                 -0.1045136709                 -0.034429108                 0.0999739123
68                 -0.0931234102                 -0.041131452                 0.0898022758
69                 -0.1125315644                 -0.042733669                 0.0895434978
70                 -0.0424159183                 -0.075198040                 0.0728462158
71                 -0.0300030427                 -0.070008375                 0.0742568190
72                 -0.0146546807                 -0.083553735                 0.1451918480
73                 -0.0174207635                 -0.079847250                 0.0784205641
74                 -0.1382937623                  0.003819669                 0.1166795633
75                 -0.1226722018                 -0.023720572                 0.1112842397
76                 -0.0355124857                 -0.090268740                 0.0823432027
77                 -0.0295492164                 -0.075320524                 0.0854712469
78                 -0.0097360997                 -0.096625070                 0.1178196148
79                 -0.0034765506                 -0.082968285                 0.0513222718
80                  0.0813841685                 -0.123499570                -0.0441381887
81                 -0.0147079653                 -0.094528841                 0.0353344538
82                 -0.0440403327                 -0.071347828                 0.0928523607
83                 -0.0220886527                 -0.055810883                 0.0790475887
84                  0.0050522118                 -0.153423808                 0.1491240582
85                 -0.0554883848                 -0.061242788                 0.0842484921
86                  0.0903340030                 -0.154721289                 0.0911681485
87                 -0.1366186531                 -0.034675573                 0.0711758198
88                 -0.0377111130                 -0.080342876                 0.0951978084
89                 -0.0262433562                 -0.065963752                 0.0761946739
90                 -0.0168300888                 -0.061970087                 0.1134518998
91                 -0.0151721913                 -0.069595569                 0.0818650736
92                  0.0718408878                 -0.048613679                -0.0077928802
93                 -0.0225373370                 -0.068264793                 0.0835380057
94                 -0.0412014042                 -0.057452543                 0.0795736310
95                 -0.0299337294                 -0.068667733                 0.0867342709
96                 -0.0161545407                 -0.113675061                 0.0966210349
97                 -0.0092226552                 -0.083977334                 0.0757132657
98                 -0.0304250571                 -0.054845594                 0.0560931358
99                  0.0677728391                 -0.123517196                 0.0162878746
100                -0.0425491590                 -0.066924593                 0.0860053803
101                -0.0269576937                 -0.077063213                 0.0880561869
102                -0.0234756467                 -0.094458019                 0.1114404903
103                -0.0399399716                 -0.061372736                 0.0944718395
104                -0.0470683915                 -0.052613382                 0.0906736478
105                -0.0576548656                 -0.063621434                 0.0987471683
106                -0.0333057034                 -0.068579634                 0.0848140512
107                -0.0265873249                 -0.073226013                 0.0843190676
108                -0.0251761807                 -0.083758731                 0.0937781948
109                -0.0274970980                 -0.075156933                 0.0798106982
110                 0.0388537088                 -0.134514321                -0.0002332482
111                -0.2057754273                  0.027470756                 0.1639625108
112                -0.0214151280                 -0.052020789                 0.0968980718
113                -0.0250905740                 -0.063142983                 0.0710520180
114                -0.0312072731                 -0.095262801                 0.1086051137
115                -0.0234104226                 -0.074105055                 0.0851359929
116                 0.0659193259                 -0.174650965                 0.0587019418
117                -0.1113677476                  0.013902340                 0.1039004805
118                -0.0364059290                 -0.065068935                 0.0642882138
119                -0.0241335050                 -0.069830892                 0.0773671449
120                -0.0231760616                 -0.095489963                 0.1236802099
121                -0.0459323394                 -0.059029444                 0.0983715930
122                 0.0626086889                 -0.155622431                -0.0054682976
123                -0.1263880236                  0.016214530                 0.1486100210
124                -0.0198712821                 -0.065307750                 0.0831326043
125                -0.0191731896                 -0.073811587                 0.0864863265
126                -0.0305126189                 -0.113800486                 0.0980906517
127                 0.0007771571                 -0.096088073                 0.0775266595
128                 0.1349788079                 -0.181458414                 0.0157359245
129                -0.0779611213                 -0.069715446                 0.0500708761
130                -0.0360430675                 -0.079361744                 0.0804426775
131                -0.0275201762                 -0.069006769                 0.0733466563
132                -0.0208311371                 -0.092572312                 0.1450038793
133                -0.0631156870                 -0.064019792                 0.1077004507
134                 0.0957940246                 -0.111564389                -0.0325557522
135                -0.0578230190                 -0.085307746                 0.0953602497
136                -0.0472583464                 -0.068432555                 0.0645673209
137                -0.0327397745                 -0.065226479                 0.0816888999
138                -0.0113399725                 -0.105052917                 0.1110785947
139                -0.0545126871                 -0.065843588                 0.0972006320
140                 0.0883163772                 -0.105932947                 0.0248290703
141                -0.0867069011                 -0.054230025                 0.1119736506
142                -0.0356229620                 -0.075013270                 0.0800440231
143                -0.0278611511                 -0.069254667                 0.0771246149
144                -0.0143679929                 -0.095553805                 0.1117307463
145                -0.0156305378                 -0.082076807                 0.0867868737
146                 0.0556121923                 -0.109437658                 0.0996227386
147                 0.0029911286                 -0.101115076                 0.0980750249
148                -0.0352052091                 -0.074800271                 0.0852783893
149                -0.0247946751                 -0.069887685                 0.0852685438
150                 0.0037272346                 -0.071640173                 0.1397186715
151                -0.0033408594                 -0.084150765                 0.0851069248
152                -0.0247950826                 -0.065760180                 0.0721458973
153                -0.0107522082                 -0.100382204                 0.0822213996
154                -0.0370217450                 -0.084064850                 0.0711109472
155                -0.0245345838                 -0.073138576                 0.0776706781
156                -0.0170656240                 -0.090322923                 0.1524363443
157                -0.0855883571                 -0.036534816                 0.1182677502
158                -0.0940344887                  0.002124994                 0.1401298558
159                -0.1598265519                 -0.016313159                 0.1526950276
160                -0.0371830822                 -0.079734565                 0.0833752812
161                -0.0267316539                 -0.067507120                 0.0716841463
162                -0.0195427329                 -0.095783957                 0.1187383608
163                -0.1058962079                 -0.017282217                 0.1160659109
164                -0.1293629708                  0.021225096                 0.1037209877
165                -0.1410963095                  0.007105643                 0.1386224256
166                -0.0339018030                 -0.067394385                 0.0870254014
167                -0.0253281544                 -0.073900165                 0.0865173111
168                -0.0173677057                 -0.097448734                 0.0935791231
169                -0.0079566817                 -0.081960153                 0.0856852236
170                 0.0931989463                 -0.152328112                 0.0854318123
171                -0.0374126071                 -0.085104589                 0.0822244075
172                -0.0379271112                 -0.075579767                 0.0580495969
173                -0.0276075573                 -0.072106068                 0.0827583768
174                -0.0258281005                 -0.076181436                 0.1274119717
175                -0.0459505356                 -0.064917093                 0.0839568239
176                -0.0035597458                 -0.077960646                 0.0814699303
177                -0.0745591302                 -0.069311241                 0.0895767797
178                -0.0358426482                 -0.074353558                 0.0702002598
179                -0.0276138535                 -0.067033438                 0.0802514754
180                -0.0267812219                 -0.076147635                 0.0938472163
    Average.Time.StdDev.BodyGyro.X Average.Time.StdDev.BodyGyro.Y
1                       -0.4735355                   -0.054607769
2                       -0.5448711                    0.004105184
3                       -0.4580305                   -0.126349195
4                       -0.9772113                   -0.966473895
5                       -0.9871919                   -0.987734440
6                       -0.8735439                   -0.951090440
7                       -0.5615503                   -0.538453668
8                       -0.4392531                   -0.466298337
9                       -0.3207892                   -0.415739145
10                      -0.9857420                   -0.978919527
11                      -0.9729986                   -0.971441996
12                      -0.9882752                   -0.982291609
13                      -0.5718696                   -0.563793260
14                      -0.4560393                   -0.582742846
15                      -0.2616534                   -0.546740388
16                      -0.9654348                   -0.944854571
17                      -0.9004622                   -0.927788618
18                      -0.9745458                   -0.977272654
19                      -0.5009167                   -0.665394093
20                      -0.4544310                   -0.551185569
21                      -0.3702447                   -0.699453537
22                      -0.9701318                   -0.958468120
23                      -0.9096880                   -0.949227147
24                      -0.9731024                   -0.961109292
25                      -0.4908775                   -0.504622030
26                      -0.4433423                   -0.440345826
27                      -0.4606468                   -0.409134149
28                      -0.9662255                   -0.950064068
29                      -0.9103952                   -0.933738104
30                      -0.9794987                   -0.977427371
31                      -0.4460210                   -0.331702268
32                      -0.3219737                   -0.315799902
33                      -0.1983039                   -0.189229570
34                      -0.9573677                   -0.944130045
35                      -0.9475613                   -0.942486586
36                      -0.9553782                   -0.943634949
37                      -0.5033135                   -0.231098305
38                      -0.3638532                   -0.572996821
39                      -0.4077441                   -0.292626136
40                      -0.9418710                   -0.944124336
41                      -0.9452477                   -0.949646947
42                      -0.9601268                   -0.945071935
43                      -0.1992097                   -0.211997277
44                      -0.3674284                   -0.066698086
45                      -0.2584309                    0.024313121
46                      -0.9845241                   -0.971500697
47                      -0.9729904                   -0.969421046
48                      -0.9652040                   -0.952039386
49                      -0.4761635                   -0.467054168
50                      -0.3439766                   -0.400859068
51                      -0.3964292                   -0.340765233
52                      -0.9590200                   -0.919188226
53                      -0.9219906                   -0.946046640
54                      -0.9422465                   -0.926618531
55                      -0.4142055                   -0.250853319
56                      -0.3085347                    0.041172467
57                      -0.3047454                   -0.311407525
58                      -0.9888731                   -0.984373305
59                      -0.9298951                   -0.958861164
60                      -0.9617132                   -0.953660208
61                      -0.5963469                   -0.499625287
62                      -0.5013316                   -0.282044540
63                      -0.3740690                   -0.495911720
64                      -0.9881649                   -0.982249040
65                      -0.9802425                   -0.994210472
66                      -0.9808369                   -0.982442644
67                      -0.5462635                   -0.449401398
68                      -0.5266593                   -0.522949798
69                      -0.3621431                   -0.476287743
70                      -0.9744254                   -0.960497128
71                      -0.8836553                   -0.941469208
72                      -0.9660907                   -0.953873894
73                      -0.3760599                   -0.290023550
74                      -0.5410667                   -0.403572170
75                      -0.4170142                   -0.198848161
76                      -0.9858443                   -0.979668456
77                      -0.9555774                   -0.971721756
78                      -0.9721435                   -0.962704620
79                      -0.6003882                   -0.014839260
80                      -0.4542833                    0.476518714
81                      -0.3545516                    0.056990222
82                      -0.9808300                   -0.962048192
83                      -0.9610918                   -0.946280621
84                      -0.9572210                   -0.932499781
85                      -0.3296246                   -0.420865008
86                      -0.4152513                   -0.330233235
87                      -0.3186925                   -0.373208160
88                      -0.9882041                   -0.975321519
89                      -0.9477908                   -0.971332584
90                      -0.9571677                   -0.961142912
91                      -0.6541718                   -0.612593634
92                      -0.5080872                   -0.586382894
93                      -0.4541885                   -0.528329305
94                      -0.9810374                   -0.958336596
95                      -0.9734001                   -0.980110277
96                      -0.9770108                   -0.970747514
97                      -0.4798135                   -0.454932904
98                      -0.4965627                   -0.493044125
99                      -0.3704369                   -0.459281990
100                     -0.9896383                   -0.986128681
101                     -0.9813731                   -0.985121165
102                     -0.9758931                   -0.971484336
103                     -0.7044398                   -0.496431540
104                     -0.5938415                   -0.507297003
105                     -0.5024730                   -0.617230786
106                     -0.9919570                   -0.986753344
107                     -0.9622542                   -0.980417134
108                     -0.9928726                   -0.984202873
109                     -0.0264358                   -0.114406109
110                     -0.4068000                   -0.172633224
111                      0.2676572                    0.048314774
112                     -0.9846253                   -0.959758310
113                     -0.9461097                   -0.969576324
114                     -0.9813576                   -0.963617706
115                     -0.2329406                    0.085832152
116                     -0.4927012                   -0.104722161
117                     -0.2049396                   -0.146794177
118                     -0.9763090                   -0.960104509
119                     -0.8867492                   -0.903913941
120                     -0.9844774                   -0.972941910
121                     -0.4322329                   -0.397892317
122                     -0.5319094                   -0.463136841
123                     -0.4421486                   -0.353733478
124                     -0.9884105                   -0.976380487
125                     -0.9625145                   -0.955979193
126                     -0.9754119                   -0.952147091
127                     -0.3185379                   -0.486322107
128                     -0.3014917                   -0.489417909
129                     -0.2373492                   -0.550303217
130                     -0.9810992                   -0.950173479
131                     -0.9178370                   -0.964714673
132                     -0.9566419                   -0.961884962
133                     -0.4943226                    0.259457229
134                     -0.5506646                   -0.293681861
135                     -0.4161330                    0.213825552
136                     -0.9803637                   -0.948109526
137                     -0.9420112                   -0.948074761
138                     -0.9818494                   -0.959195236
139                     -0.5805974                   -0.487166280
140                     -0.5774264                   -0.568534125
141                     -0.4319191                   -0.484673524
142                     -0.9881116                   -0.977954005
143                     -0.9607387                   -0.967298519
144                     -0.9826517                   -0.960299551
145                     -0.4011588                   -0.604032097
146                     -0.4890118                   -0.433673384
147                     -0.2888248                   -0.523377915
148                     -0.9899076                   -0.981193502
149                     -0.9713574                   -0.976757621
150                     -0.8897696                   -0.936630803
151                     -0.4928857                   -0.575735448
152                     -0.5502744                   -0.603097111
153                     -0.3313129                   -0.473408050
154                     -0.9910277                   -0.973444814
155                     -0.9737851                   -0.982408143
156                     -0.9903282                   -0.979325679
157                     -0.6068602                   -0.529865058
158                     -0.5624610                   -0.587966801
159                     -0.3637229                   -0.481813368
160                     -0.9884924                   -0.982067465
161                     -0.9699020                   -0.982498991
162                     -0.9888372                   -0.984287475
163                     -0.5037986                   -0.497684007
164                     -0.5188182                   -0.479319521
165                     -0.2681063                   -0.259368687
166                     -0.9796720                   -0.956316506
167                     -0.8840322                   -0.940006320
168                     -0.9551623                   -0.960057464
169                     -0.5988687                   -0.181802637
170                     -0.3239047                    0.046110305
171                     -0.2820773                   -0.390460138
172                     -0.9901787                   -0.988334020
173                     -0.9779948                   -0.990364876
174                     -0.9942766                   -0.992750958
175                     -0.3879206                    0.006002779
176                     -0.4938375                   -0.084048151
177                     -0.2659232                   -0.285392416
178                     -0.9881327                   -0.976477562
179                     -0.9114085                   -0.940705412
180                     -0.9736628                   -0.966041673
    Average.Time.StdDev.BodyGyro.Z Average.Time.Mean.BodyGyroJerk.X
1                      -0.34426663                      -0.08999754
2                      -0.50716867                      -0.12223277
3                      -0.12470245                      -0.07395920
4                      -0.94142592                      -0.09367938
5                      -0.98064563                      -0.09960921
6                      -0.90828466                      -0.10727095
7                      -0.48108554                      -0.08188334
8                      -0.16399579                      -0.08288580
9                      -0.27941839                      -0.05810385
10                     -0.95980371                      -0.09363284
11                     -0.96485670                      -0.10556216
12                     -0.96030656                      -0.10197413
13                     -0.47669641                      -0.09523982
14                     -0.49232731                      -0.11551057
15                     -0.44230777                      -0.07787017
16                     -0.92641371                      -0.10360589
17                     -0.91236408                      -0.09946026
18                     -0.96350561                      -0.10004450
19                     -0.66260823                      -0.11532156
20                     -0.36081105                      -0.13147207
21                     -0.49848080                      -0.09212827
22                     -0.92797223                      -0.09694948
23                     -0.90999504                      -0.10305789
24                     -0.96207376                      -0.10501988
25                     -0.31870062                      -0.08884084
26                     -0.26545133                      -0.14302969
27                     -0.22786904                      -0.11014901
28                     -0.94063794                      -0.08897477
29                     -0.90747156                      -0.09222499
30                     -0.96058378                      -0.10211413
31                     -0.38313933                      -0.08788911
32                     -0.18390018                      -0.06520245
33                     -0.09407979                      -0.02564522
34                     -0.93968135                      -0.09366935
35                     -0.94778216                      -0.10329253
36                     -0.93914188                      -0.11126728
37                     -0.39601354                      -0.12365420
38                     -0.34898005                      -0.08566409
39                     -0.40105142                      -0.05972735
40                     -0.93702121                      -0.09381556
41                     -0.95163078                      -0.09015397
42                     -0.95529489                      -0.10594424
43                     -0.07544478                      -0.13588643
44                      0.33752648                      -0.15544567
45                     -0.12956524                      -0.03492835
46                     -0.95962355                      -0.09231503
47                     -0.97411832                      -0.09775758
48                     -0.96758975                      -0.10644501
49                     -0.26568352                      -0.08092041
50                     -0.13817648                      -0.06846896
51                     -0.27968515                      -0.09459120
52                     -0.93017683                      -0.09307081
53                     -0.93988974                      -0.09589770
54                     -0.96159537                      -0.10384668
55                     -0.17452487                      -0.12270956
56                     -0.32050933                      -0.15721254
57                     -0.03530218                      -0.06437640
58                     -0.96044596                      -0.09315550
59                     -0.95368110                      -0.10475383
60                     -0.97194060                      -0.10030825
61                     -0.43417820                      -0.09182042
62                     -0.69465885                      -0.06452454
63                     -0.31895959                      -0.02209163
64                     -0.95284431                      -0.09484235
65                     -0.98063666                      -0.09951936
66                     -0.95989743                      -0.10229750
67                     -0.35017029                      -0.06223893
68                     -0.34961461                      -0.04556389
69                     -0.33780668                      -0.02646690
70                     -0.95155253                      -0.09410235
71                     -0.95036476                      -0.09763804
72                     -0.95015744                      -0.09904023
73                     -0.36336995                      -0.09665986
74                     -0.21180511                      -0.06648172
75                     -0.32277408                      -0.06471998
76                     -0.96689641                      -0.09591985
77                     -0.97343660                      -0.09812000
78                     -0.96735051                      -0.10183557
79                     -0.12609080                      -0.11065605
80                      0.56487582                      -0.12826667
81                      0.35619860                      -0.10862038
82                     -0.95290438                      -0.09216146
83                     -0.94658913                      -0.10071846
84                     -0.95229697                      -0.10544664
85                     -0.48653266                      -0.07766928
86                     -0.47736595                      -0.14448599
87                     -0.25064809                      -0.04825321
88                     -0.96376580                      -0.09536491
89                     -0.96816705                      -0.10135879
90                     -0.95653705                      -0.10226671
91                     -0.36548953                      -0.11091735
92                     -0.36502517                      -0.14090829
93                     -0.44463633                      -0.10390404
94                     -0.96028783                      -0.09572045
95                     -0.98235701                      -0.10010733
96                     -0.98478148                      -0.10220957
97                     -0.38604444                      -0.10995924
98                     -0.23440235                      -0.14265540
99                     -0.46846298                      -0.10777003
100                    -0.97970523                      -0.09424770
101                    -0.98553836                      -0.10128917
102                    -0.97620077                      -0.10204976
103                    -0.51141720                      -0.09664353
104                    -0.43392221                      -0.08999530
105                    -0.48365826                      -0.08365666
106                    -0.98152550                      -0.09547232
107                    -0.97282040                      -0.09871740
108                    -0.98510839                      -0.09971542
109                    -0.10420299                      -0.08323533
110                    -0.11011717                      -0.10180630
111                    -0.03140835                      -0.03374296
112                    -0.96559498                      -0.10098613
113                    -0.96073426                      -0.09904679
114                    -0.97319752                      -0.09560183
115                    -0.16574847                      -0.06799924
116                     0.18411933                      -0.14838917
117                     0.15972353                      -0.04525031
118                    -0.94577180                      -0.09599708
119                    -0.90734332                      -0.10204913
120                    -0.97240989                      -0.09950331
121                    -0.31187560                      -0.08687677
122                     0.05171554                      -0.14435149
123                    -0.34975949                      -0.07264618
124                    -0.97697266                      -0.10111478
125                    -0.95932702                      -0.10319980
126                    -0.98134543                      -0.09641184
127                    -0.15143952                      -0.13297756
128                    -0.15775806                      -0.14845008
129                    -0.28041795                      -0.09017445
130                    -0.94650142                      -0.09864932
131                    -0.96058251                      -0.09750135
132                    -0.93325187                      -0.10020393
133                    -0.20963489                      -0.05781282
